Customer_ID,Recency_Days,Frequency_LT,Monetary_Val_USD,Tenure_Days,CSAT,Will_Churn_90D
6292,13,9,1442.62,1948,5,0
6293,3,17,2317.59,3482,1,0
6294,2,13,1229.07,462,5,0
6295,90,11,1478.73,410,4,0
6296,9,8,781.91,924,3,1
6297,38,11,975.91,3468,4,0
6298,56,11,1522.29,2010,2,1
6299,34,9,1644.38,2595,4,1
6300,2,11,1956.26,3319,5,0
6301,92,15,522.18,1873,3,1
6302,1,14,1924.64,1365,1,0
6303,87,10,1212.38,651,2,0
6304,135,6,723.61,2867,1,1
6305,35,4,486.28,1913,3,1
6306,47,12,1303.64,582,3,1
6307,39,9,207.3,1323,1,0
6308,30,10,1433.01,2330,3,0
6309,132,11,1681.83,60,3,1
6310,135,13,1823.55,1773,1,0
6311,25,10,1129.83,841,1,0
6312,58,9,564.81,2210,3,0
6313,157,7,884.87,1928,5,0
6314,197,11,1214.76,3132,3,0
6315,43,14,2989.76,2366,3,0
6316,37,13,1293.9,3153,1,1
6317,20,6,1088.17,356,5,0
6318,192,8,899.78,3126,5,0
6319,10,11,719.46,393,4,0
6320,53,15,1638.54,1323,5,0
6321,20,13,1566.96,1926,2,0
6322,20,13,1331.97,1222,3,0
6323,32,11,1191.94,2516,3,0
6324,404,6,792.18,3133,1,1
6325,4,11,1291.52,1355,3,0
6326,52,12,1794.64,1298,2,0
6327,6,13,1948.03,213,5,0
6328,11,13,1402.22,3005,3,1
6329,35,4,279.03,2736,4,0
6330,43,10,1227.17,2736,3,0
6331,18,7,1014.86,2731,4,0
6332,23,6,568.79,3418,4,0
6333,6,13,1303.5,554,5,1
6334,22,7,975.74,2314,4,0
6335,204,11,1850.03,892,4,0
6336,174,14,3120.78,3276,3,0
6337,25,14,1934.75,1655,4,1
6338,51,13,1648.04,3209,5,0
6339,145,8,752.84,1426,1,1
6340,1,11,2270.09,2614,4,0
6341,100,13,2682.13,2761,3,0
6342,178,12,1593.92,458,4,0
6343,6,9,745.21,253,3,0
6344,11,10,413.9,601,2,1
6345,195,8,917.93,3029,5,1
6346,47,7,580.38,2096,4,0
6347,1,9,1671.52,2927,1,0
6348,18,18,1879.67,2653,5,0
6349,36,14,2102.56,2913,3,0
6350,71,12,1726.78,1805,5,0
6351,80,16,782.81,1618,1,1
6352,324,15,1824.47,843,4,1
6353,21,16,2177.21,1811,4,0
6354,47,17,2671.99,3245,3,0
6355,46,11,327.44,1548,5,0
6356,32,12,2652.46,3216,1,1
6357,12,9,881.74,782,2,0
6358,228,9,436.89,2822,5,0
6359,116,9,1101.04,580,1,1
6360,42,4,466.91,183,4,0
6361,56,11,1136.5,3017,4,0
6362,16,8,953.54,3116,2,1
6363,48,12,2152.7,1152,3,1
6364,72,17,1280.04,1059,3,0
6365,44,14,2751.17,491,2,0
6366,279,11,1784.04,3227,5,1
6367,57,7,1052.34,1263,5,0
6368,28,13,1120.17,1166,4,0
6369,89,11,1501.69,1303,1,0
6370,12,6,1186.09,2628,1,0
6371,30,7,1040.84,204,3,0
6372,26,12,847.08,2031,5,0
6373,34,10,571.91,3262,3,0
6374,92,9,504.2,3288,4,1
6375,40,15,2608.48,3106,3,1
6376,95,11,851.02,3310,4,0
6377,52,8,1007.74,601,1,1
6378,26,14,2257.59,1206,3,1
6379,100,12,1608.21,367,2,1
6380,17,8,388.52,450,1,1
6381,16,14,1314.7,1033,2,1
6382,43,13,1714.03,2559,5,0
6383,19,10,1080.2,2943,2,0
6384,1,6,1069.78,3104,5,0
6385,63,13,1385.65,2507,5,1
6386,43,15,2124.99,322,1,0
6387,36,9,1272.1,3303,5,0
6388,205,10,1113.76,229,4,0
6389,51,13,1543.4,850,2,0
6390,120,7,765.52,569,1,1
6391,10,14,2747.74,175,2,1
6392,51,10,1634.83,3289,5,1
6393,122,8,1689.39,1678,2,1
6394,53,8,919.93,476,1,1
6395,76,13,615.15,847,4,0
6396,28,10,315.08,3285,4,0
6397,6,9,601.26,3524,2,0
6398,37,18,2556.65,325,1,0
6399,31,14,2136.69,2222,5,0
6400,122,15,2271.18,1431,3,0
6401,17,5,1146.79,2647,5,0
6402,205,11,770.23,2959,2,0
6403,191,9,1031.12,110,4,0
6404,18,12,1913.1,2520,1,1
6405,26,8,965.11,1711,5,1
6406,136,12,799.33,1013,4,1
6407,204,18,2753.96,2705,3,0
6408,36,10,1103.36,3062,2,0
6409,24,9,990.88,195,3,0
6410,45,9,877.75,2234,2,0
6411,70,10,913.78,3034,2,1
6412,20,10,1494.95,1065,4,0
6413,81,9,1523.09,2377,4,0
6414,4,11,2314.18,1137,1,0
6415,4,10,973.32,2379,5,0
6416,30,9,1206.54,2909,1,0
6417,27,11,1730.99,2458,4,0
6418,23,7,1266.46,3615,5,0
6419,41,13,1086.65,1781,1,1
6420,24,11,1240.18,1357,4,0
6421,13,13,1553.7,798,2,0
6422,23,13,1202.27,2887,3,0
6423,222,10,989.54,2790,5,0
6424,32,14,1042.98,3458,2,1
6425,36,15,2512.22,3330,3,1
6426,52,12,1321.05,3244,1,1
6427,246,13,1264.37,744,3,0
6428,17,11,872.82,3519,1,0
6429,69,11,1466.71,1407,3,0
6430,76,5,944.78,3556,2,0
6431,57,10,1139.87,232,1,1
6432,6,8,1007.22,2263,2,1
6433,68,9,1217.8,806,3,0
6434,4,11,1317.94,2276,2,0
6435,55,12,658.5,3023,5,1
6436,81,18,2008.64,3510,4,0
6437,15,6,600.51,702,3,0
6438,111,16,2326.67,2264,4,0
6439,2,11,1509.78,2906,3,1
6440,112,9,1028.62,526,5,0
6441,38,12,1651.25,1164,4,0
6442,15,8,942.21,1562,1,0
6443,9,9,697.92,67,3,0
6444,184,7,672.68,3129,5,0
6445,5,12,1582.96,3259,4,1
6446,14,11,1035.99,623,5,0
6447,26,10,1760.0,3134,1,0
6448,59,16,1655.78,1548,3,0
6449,48,14,1103.29,3038,3,1
6450,9,8,1533.58,3526,5,0
6451,21,10,1356.76,3006,4,1
6452,17,12,2308.08,160,4,0
6453,15,7,954.78,867,5,0
6454,32,18,1676.92,290,3,0
6455,74,15,1779.79,3053,4,0
6456,15,8,812.32,2334,3,0
6457,28,11,1844.99,1225,5,1
6458,30,10,1272.75,1989,1,0
6459,225,12,2891.56,3344,5,0
6460,186,14,1829.09,237,1,0
6461,97,11,2501.0,2329,1,0
6462,17,9,929.38,2928,5,0
6463,5,14,1178.08,1600,4,1
6464,23,15,2066.15,2500,2,0
6465,19,11,1119.41,2891,3,0
6466,43,13,2236.28,1366,1,0
6467,91,16,2283.44,1888,3,0
6468,118,11,966.68,2874,1,1
6469,112,17,2112.11,2875,2,0
6470,27,8,1519.52,2316,3,1
6471,70,9,1445.94,2510,3,0
6472,23,16,1034.65,420,1,1
6473,4,14,2668.44,1143,1,0
6474,73,12,1985.38,2891,5,0
6475,1,11,1584.92,1419,3,0
6476,32,14,2491.35,2950,3,1
6477,24,12,1583.52,3462,5,0
6478,71,8,772.51,1034,2,0
6479,88,13,2362.51,1238,3,1
6480,22,10,742.64,1631,3,0
6481,101,12,1088.95,1117,5,0
6482,21,8,1591.1,3438,5,1
6483,36,14,1234.89,3541,4,0
6484,78,8,1113.47,712,3,0
6485,71,11,1465.49,2029,1,0
6486,263,7,475.28,126,4,0
6487,16,12,1227.07,2181,3,0
6488,66,9,621.85,1875,4,0
6489,57,13,1646.48,2504,2,1
6490,148,13,1237.86,1840,4,0
6491,11,14,2209.1,101,3,1
6492,84,8,1647.5,904,5,1
6493,51,15,1592.32,2308,2,0
6494,20,17,2653.94,1344,5,0
6495,39,17,10.0,2776,2,0
6496,25,9,1302.98,2443,4,0
6497,52,7,1192.66,462,1,0
6498,132,14,1474.99,3262,1,1
6499,51,9,369.41,3448,3,0
6500,60,15,2156.85,3185,5,1
6501,44,8,1078.79,2713,3,0
6502,4,12,1772.66,497,1,1
6503,16,14,1784.32,1334,2,1
6504,41,12,1575.82,2353,5,0
6505,23,6,430.63,852,5,1
6506,13,10,1499.31,2357,2,1
6507,43,8,1508.08,3561,2,0
6508,24,10,737.52,1548,4,1
6509,18,9,1050.83,358,2,0
6510,38,10,908.43,2328,2,0
6511,9,9,897.94,200,5,0
6512,158,12,1552.05,2690,2,0
6513,122,9,1185.84,553,2,0
6514,74,13,1350.27,933,4,0
6515,7,4,714.83,569,2,0
6516,90,11,1689.74,2770,1,0
6517,100,8,1154.02,898,3,0
6518,88,11,2139.3,50,4,1
6519,8,9,1053.25,69,1,0
6520,62,11,1090.76,2416,5,1
6521,108,14,2058.86,2069,5,0
6522,52,11,1195.96,3053,3,1
6523,63,16,2933.97,3204,1,1
6524,37,8,916.6,1457,3,0
6525,46,4,630.84,668,3,0
6526,3,11,917.79,478,4,0
6527,62,8,680.25,1973,2,0
6528,6,10,992.28,2821,5,0
6529,35,10,1305.2,3559,2,0
6530,21,13,2086.16,1042,2,0
6531,48,11,2089.5,3504,2,1
6532,9,18,1955.57,2165,5,1
6533,71,11,1335.1,1007,2,0
6534,96,10,1094.74,546,3,0
6535,11,14,1656.97,2629,2,0
6536,7,14,1373.99,633,5,0
6537,10,13,896.23,1489,3,0
6538,126,16,1939.53,2682,3,0
6539,46,13,1341.9,959,1,0
6540,38,6,906.46,811,5,0
6541,7,11,1051.74,242,2,0
6542,63,12,1121.42,703,5,1
6543,122,6,771.88,3455,2,0
6544,106,14,1178.17,1675,2,0
6545,60,12,1685.47,396,3,0
6546,5,12,1890.16,2191,4,0
6547,8,8,777.81,2638,2,0
6548,4,15,733.38,2724,4,0
6549,18,7,1027.6,1085,3,0
6550,9,5,546.21,44,2,0
6551,19,7,499.06,95,2,0
6552,30,9,532.32,2732,4,1
6553,172,6,824.33,1816,4,0
6554,57,13,1031.11,638,3,0
6555,109,11,2299.12,3397,2,1
6556,75,12,960.0,3540,3,0
6557,8,12,1609.98,921,4,0
6558,80,10,1267.72,716,1,0
6559,20,13,833.17,3649,5,0
6560,62,11,1993.39,2486,4,0
6561,26,11,895.82,3403,3,0
6562,364,15,3310.92,452,5,1
6563,19,11,861.91,78,4,1
6564,20,13,2417.71,862,1,1
6565,161,8,749.57,1344,4,0
6566,2,15,2502.25,256,2,0
6567,72,7,964.65,832,2,0
6568,78,10,493.62,1205,2,1
6569,109,9,1758.53,1831,2,1
6570,221,15,1049.5,939,1,1
6571,223,6,720.88,1427,5,0
6572,5,14,1195.88,2110,3,0
6573,104,20,2465.74,118,4,0
6574,63,17,2550.24,2490,4,1
6575,63,12,1299.27,1362,1,1
6576,9,6,400.69,2020,1,0
6577,64,13,1240.38,1522,5,1
6578,243,15,1876.87,1765,3,0
6579,146,10,814.6,1774,1,1
6580,35,10,1515.14,155,5,0
6581,3,18,1399.19,2793,5,1
6582,27,14,2003.73,1101,5,0
6583,106,15,1423.22,2722,1,1
6584,73,10,2170.08,2907,5,0
6585,37,9,1286.23,512,3,1
6586,4,9,1421.69,1324,1,0
6587,34,9,929.72,2039,5,1
6588,38,12,1862.61,388,4,0
6589,159,11,1318.24,3577,1,1
6590,62,17,1924.4,2155,3,0
6591,23,10,1395.65,536,5,0
6592,45,9,612.01,1067,1,0
6593,5,10,996.8,2147,4,1
6594,216,10,924.13,3596,1,0
6595,27,13,2596.63,882,2,0
6596,39,13,2301.66,3499,4,0
6597,27,13,1193.48,1495,3,0
6598,69,16,2390.56,2209,3,0
6599,66,11,1156.25,3167,2,1
6600,76,5,749.15,1824,2,0
6601,19,19,3044.3,1555,2,0
6602,23,12,1328.65,1715,2,0
6603,9,13,1158.1,1598,5,1
6604,64,11,1394.01,1178,5,0
6605,3,7,820.97,3646,3,0
6606,55,10,1292.11,2557,1,0
6607,123,10,1457.04,2826,2,1
6608,133,10,1313.75,2671,3,0
6609,36,11,1628.3,705,2,0
6610,37,10,1094.82,1727,5,0
6611,5,13,1626.02,1346,5,0
6612,67,11,985.29,609,4,0
6613,104,15,1529.03,3132,4,0
6614,17,9,1383.43,1508,5,0
6615,33,11,412.06,3252,5,0
6616,110,15,2539.9,2353,1,1
6617,126,9,1152.58,2760,2,0
6618,17,9,690.42,2450,1,1
6619,48,11,1648.86,3403,3,0
6620,13,8,1054.1,152,1,1
6621,7,14,1968.54,50,3,0
6622,146,7,890.71,577,2,1
6623,104,13,1215.02,2064,1,0
6624,86,11,1218.41,3000,1,1
6625,3,6,745.44,2556,3,0
6626,112,12,1732.25,403,1,0
6627,35,5,487.26,3074,5,0
6628,26,14,1378.81,3147,5,0
6629,48,15,2583.12,815,5,0
6630,6,9,1165.36,1081,1,1
6631,85,11,1403.93,2958,2,1
6632,53,9,1843.37,107,3,1
6633,13,7,1054.23,1590,5,0
6634,13,13,2467.09,1949,5,1
6635,13,10,1439.04,996,1,1
6636,4,13,1797.92,3361,5,1
6637,54,11,2261.63,3548,5,1
6638,111,12,1107.14,1719,5,0
6639,2,11,848.27,2201,4,0
6640,4,9,1440.08,538,3,1
6641,52,12,1289.93,3263,3,0
6642,103,13,1742.01,260,5,0
6643,24,18,2329.33,2958,2,0
6644,26,6,628.85,1736,3,0
6645,55,13,1311.11,1271,1,1
6646,20,4,505.35,1815,2,0
6647,2,8,806.75,1668,2,0
6648,80,10,1412.55,1747,4,0
6649,59,9,1160.58,2297,5,0
6650,53,13,2266.35,3269,4,1
6651,82,11,1298.08,3470,5,1
6652,68,10,1500.37,1275,5,0
6653,14,11,1607.65,1486,2,0
6654,27,12,1873.44,1995,1,0
6655,9,18,2730.45,1954,1,1
6656,9,10,1113.91,1613,2,0
6657,68,12,1020.36,2305,5,1
6658,118,11,1389.14,3519,2,1
6659,198,13,1925.4,3088,2,1
6660,60,13,1043.85,2338,2,0
6661,13,9,1332.92,2087,3,0
6662,7,14,1537.51,1234,4,0
6663,101,12,1901.12,1530,4,0
6664,52,12,1580.19,2739,4,0
6665,58,7,1219.44,1634,2,1
6666,92,10,1891.78,477,3,1
6667,73,10,820.94,1059,5,1
6668,108,10,898.98,2071,2,1
6669,4,8,1147.57,609,4,1
6670,83,12,1796.96,84,1,1
6671,115,13,1483.01,1807,5,0
6672,21,15,1853.22,184,2,1
6673,62,14,1144.95,2582,1,0
6674,23,8,719.6,1040,5,0
6675,191,14,1618.52,1102,2,1
6676,3,10,1829.87,3302,2,1
6677,53,7,641.91,293,3,0
6678,11,9,1388.78,3036,1,1
6679,75,11,1354.85,106,1,1
6680,12,11,2171.52,2755,5,1
6681,17,8,882.43,987,2,0
6682,41,8,1084.81,1625,5,1
6683,148,12,1319.82,212,4,1
6684,15,10,1263.17,1574,1,1
6685,10,14,2335.01,3346,4,0
6686,86,9,331.22,871,3,0
6687,42,11,1999.3,2438,5,0
6688,146,8,853.53,567,2,0
6689,10,7,601.11,3620,1,0
6690,63,9,1945.08,3454,4,0
6691,16,12,1444.44,2226,1,0
6692,11,11,1671.68,214,2,0
6693,70,10,1255.82,1152,1,0
6694,55,7,923.13,1230,4,0
6695,85,12,1198.22,1045,2,1
6696,23,7,1185.19,3173,4,1
6697,36,9,1924.85,2671,4,1
6698,32,11,1043.24,372,1,0
6699,249,16,3160.57,1860,4,1
6700,21,12,1726.38,980,5,0
6701,21,14,1115.34,3119,2,0
6702,27,11,704.75,492,2,1
6703,50,11,1777.39,2619,1,0
6704,18,13,1271.73,308,5,0
6705,149,11,1515.41,23,1,0
6706,19,13,1936.1,3240,4,0
6707,136,17,3062.08,2518,1,1
6708,7,12,1277.76,3177,5,0
6709,65,9,985.03,3244,5,1
6710,143,10,1585.89,292,5,0
6711,12,15,2018.44,1129,1,1
6712,208,9,1202.01,1527,5,0
6713,37,12,1527.6,724,3,0
6714,175,8,852.89,3151,5,1
6715,68,11,1724.41,1374,1,0
6716,22,17,2542.37,1675,5,0
6717,13,11,2146.18,2098,2,1
6718,22,8,670.49,3032,4,0
6719,6,8,1265.49,332,3,0
6720,10,10,1261.5,397,1,0
6721,7,8,1644.34,1302,4,0
6722,33,11,1363.76,1972,2,0
6723,96,11,1474.17,437,4,0
6724,10,11,988.71,1786,4,0
6725,9,6,695.31,3409,2,0
6726,62,19,3449.6,2088,2,0
6727,14,10,1109.83,3168,5,0
6728,7,14,1782.74,3565,1,0
6729,11,13,1708.97,3354,5,0
6730,155,6,715.96,2670,3,1
6731,104,13,1852.63,994,4,0
6732,27,12,1921.91,1259,2,0
6733,64,14,2326.1,3330,1,0
6734,47,10,1328.12,2694,4,0
6735,68,8,845.55,3347,4,0
6736,69,12,1438.32,3013,1,0
6737,60,13,2490.63,2761,4,0
6738,19,14,1055.5,3308,2,1
6739,3,9,1359.9,3010,2,1
6740,37,8,858.82,521,4,0
6741,133,11,786.53,2129,5,0
6742,51,14,1192.84,2008,1,0
6743,108,8,979.23,2472,2,1
6744,287,16,2502.24,1435,5,0
6745,11,15,2389.96,467,3,0
6746,71,9,1822.49,2173,5,1
6747,68,8,477.09,3501,5,1
6748,235,5,740.22,1837,1,1
6749,255,13,467.97,3379,5,1
6750,70,14,1902.19,395,2,0
6751,17,9,1551.63,2956,1,0
6752,97,5,855.56,2996,5,0
6753,7,10,754.26,1792,5,1
6754,92,12,449.35,2366,3,1
6755,145,13,853.21,3592,3,1
6756,29,15,998.35,3285,1,1
6757,60,11,1042.2,3181,1,0
6758,34,7,1115.88,694,5,0
6759,35,9,956.7,237,5,0
6760,23,12,1392.94,2928,2,0
6761,87,8,1194.0,392,5,1
6762,166,14,1659.47,2812,3,1
6763,170,13,2038.96,737,5,0
6764,12,15,1709.3,814,1,0
6765,125,11,965.59,3472,5,0
6766,81,11,1355.35,2270,1,0
6767,18,16,1969.07,2006,1,0
6768,5,15,2188.85,1696,4,0
6769,19,8,1005.45,1499,3,0
6770,146,13,1214.99,2999,1,0
6771,61,6,429.9,3105,3,1
6772,77,10,1356.07,1141,5,0
6773,18,15,1340.15,2109,4,0
6774,77,8,1036.28,1665,3,0
6775,2,14,1845.25,2034,5,1
6776,29,14,2475.74,131,1,1
6777,60,9,1181.02,3592,5,0
6778,10,9,1083.01,334,5,0
6779,104,13,1327.54,3100,4,0
6780,17,11,1547.55,18,1,1
6781,64,8,901.13,3447,3,0
6782,32,14,1166.16,2236,1,1
6783,55,13,944.82,2871,5,0
6784,7,10,877.15,2749,4,0
6785,2,7,595.84,1852,1,1
6786,145,10,1437.84,3440,2,1
6787,19,6,742.25,2869,1,1
6788,103,6,540.24,3372,4,1
6789,441,12,399.82,331,5,0
6790,15,7,604.53,2560,4,0
6791,19,10,1213.3,2877,1,1
6792,66,15,2060.56,3332,1,0
6793,202,16,1224.01,2553,4,0
6794,149,8,1099.25,2268,5,0
6795,42,10,1272.68,3595,1,0
6796,96,14,1613.76,174,3,1
6797,9,8,1084.45,2021,3,0
6798,228,17,2679.75,3299,1,1
6799,201,9,1202.45,493,5,0
6800,11,11,1074.36,803,4,0
6801,22,6,460.09,477,4,1
6802,7,9,1491.67,2185,4,0
6803,20,10,1287.52,85,4,0
6804,102,3,427.91,1812,1,1
6805,29,13,1611.78,3446,1,1
6806,6,13,1869.79,2602,5,0
6807,26,16,2084.95,3455,5,0
6808,240,9,1426.94,131,2,0
6809,60,10,547.52,3405,2,1
6810,33,9,1276.61,1350,2,1
6811,11,8,479.11,295,4,0
6812,257,12,1742.43,613,1,1
6813,104,18,1960.67,1223,1,0
6814,20,10,1009.73,1428,5,0
6815,5,10,1177.91,2336,2,0
6816,4,18,2804.98,2651,1,0
6817,8,12,1335.8,3565,4,1
6818,53,4,403.8,1101,1,1
6819,159,6,1188.5,1652,1,0
6820,42,11,642.78,2919,2,0
6821,112,8,926.6,3609,2,0
6822,36,13,1602.61,388,5,0
6823,74,12,1386.97,753,5,0
6824,79,13,1400.88,2540,5,0
6825,12,7,433.11,2291,4,0
6826,27,13,1927.0,1371,1,0
6827,61,14,1699.69,3256,5,0
6828,5,9,468.01,26,2,0
6829,27,11,435.54,202,4,0
6830,46,11,1189.18,1000,3,0
6831,335,12,991.89,650,2,0
6832,39,14,882.73,2084,1,0
6833,102,14,1781.67,2022,4,1
6834,34,7,927.35,2106,1,0
6835,96,15,1498.7,3380,2,0
6836,55,10,1151.63,3242,4,0
6837,131,7,762.33,2436,1,0
6838,32,9,1036.17,316,2,0
6839,56,12,1897.52,2138,2,1
6840,60,12,1238.03,2649,5,0
6841,33,14,1603.42,3053,1,0
6842,10,15,1620.03,2917,2,1
6843,6,12,1355.06,2563,2,0
6844,2,8,798.26,828,4,0
6845,125,18,2418.95,3555,1,0
6846,17,12,281.47,3310,2,0
6847,15,7,1354.82,579,2,0
6848,80,9,1334.6,3029,3,1
6849,24,8,428.48,226,2,1
6850,43,15,2182.25,1422,4,1
6851,11,13,2074.46,2172,5,1
6852,193,14,1878.44,71,2,0
6853,115,15,2263.19,2361,5,0
6854,120,14,1434.1,3409,1,0
6855,32,9,1679.55,3258,4,0
6856,87,5,747.69,3056,2,1
6857,10,7,1036.77,2279,5,0
6858,1,12,1711.11,2116,4,0
6859,2,7,628.37,1287,2,0
6860,54,15,1238.56,1633,4,0
6861,37,9,791.86,2988,5,0
6862,44,12,1671.42,1265,4,0
6863,1,8,919.93,2994,3,0
6864,33,10,1476.82,3476,1,0
6865,76,10,557.39,2808,5,0
6866,36,9,1109.69,2453,1,0
6867,80,11,1224.16,2923,4,0
6868,16,8,827.65,1224,3,0
6869,101,11,1447.36,71,5,0
6870,54,12,1831.46,39,4,0
6871,15,11,1066.62,1607,4,1
6872,17,15,1791.3,3296,3,0
6873,60,12,1126.26,1338,4,1
6874,107,11,1070.67,2410,5,0
6875,33,12,1918.52,822,5,0
6876,18,14,1925.52,2631,4,1
6877,122,16,583.78,2186,4,0
6878,67,11,1654.1,1807,1,0
6879,36,10,1205.64,2408,2,0
6880,41,8,820.44,244,4,0
6881,14,8,1023.89,22,2,1
6882,60,14,1605.46,485,1,1
6883,27,12,1272.87,2904,1,0
6884,327,15,2107.59,505,2,1
6885,40,9,1619.84,1561,5,1
6886,40,9,907.15,249,2,0
6887,51,10,2028.16,641,5,1
6888,150,12,1146.1,2750,5,0
6889,97,12,1353.64,1094,3,0
6890,36,15,2287.49,1900,2,1
6891,77,8,1135.28,2209,1,0
6892,53,13,2223.27,758,5,1
6893,41,7,234.3,719,2,0
6894,13,15,1586.51,741,1,1
6895,38,11,1222.92,1313,4,0
6896,17,10,1913.35,199,2,1
6897,148,13,1833.31,3406,4,0
6898,25,16,914.54,1840,1,0
6899,183,11,1555.35,707,5,0
6900,46,11,1841.19,968,2,1
6901,60,10,1100.72,3429,4,1
6902,47,12,1066.37,2573,1,1
6903,9,11,1400.31,1429,3,1
6904,29,8,786.3,1367,2,0
6905,7,11,1457.4,868,3,1
6906,59,13,1695.11,918,1,0
6907,36,9,1379.63,277,2,0
6908,91,12,1362.89,998,2,1
6909,15,9,371.97,2513,4,0
6910,11,8,1046.75,3012,3,1
6911,32,14,1629.74,1134,2,0
6912,157,7,883.83,2692,2,1
6913,75,18,1947.37,1453,4,1
6914,33,12,1409.98,2454,4,0
6915,44,11,946.04,1976,1,0
6916,6,7,735.18,2876,2,1
6917,251,15,1982.93,1413,3,0
6918,66,8,708.08,196,3,1
6919,21,10,2034.53,1572,4,0
6920,53,11,624.84,3634,4,0
6921,7,7,627.33,1845,5,0
6922,203,7,701.88,1953,2,0
6923,12,7,113.31,2746,2,1
6924,63,7,1045.15,2799,2,1
6925,17,13,1691.3,2987,3,1
6926,76,12,2088.87,3059,2,1
6927,90,10,312.62,623,5,0
6928,68,10,882.61,3419,1,0
6929,58,11,739.82,3312,3,1
6930,134,9,1469.72,718,2,0
6931,5,10,1309.26,352,2,0
6932,25,11,1038.96,1942,1,0
6933,18,9,1002.96,2310,3,0
6934,266,10,1559.59,1298,5,1
6935,30,9,817.05,189,4,0
6936,80,10,448.69,311,2,1
6937,70,12,989.65,1661,4,0
6938,15,9,866.25,1220,5,1
6939,17,13,851.58,616,3,1
6940,20,18,2457.37,17,5,0
6941,32,10,2279.11,2865,5,0
6942,17,9,1212.13,751,2,0
6943,2,15,2263.7,2490,2,1
6944,127,8,921.42,3628,2,1
6945,203,4,406.34,64,5,0
6946,26,9,1421.85,864,4,0
6947,25,8,1060.98,1507,5,1
6948,1,14,1030.03,803,3,0
6949,69,7,1039.21,2293,2,1
6950,105,15,1952.42,948,5,0
6951,10,8,1388.32,2822,5,0
6952,11,9,1143.9,2439,4,0
6953,94,15,1485.23,1687,3,0
6954,58,15,1663.3,328,5,1
6955,3,11,1347.79,520,5,1
6956,59,13,1216.57,698,2,0
6957,23,12,867.66,300,3,0
6958,28,11,751.44,2913,4,0
6959,89,11,786.01,3291,2,0
6960,100,11,1392.99,86,5,0
6961,31,10,1301.15,3588,4,1
6962,177,10,1371.0,2092,5,0
6963,32,17,2005.37,2089,1,0
6964,89,12,1594.11,1918,1,1
6965,40,10,1273.63,1527,2,1
6966,137,12,1876.7,2540,5,0
6967,144,14,1669.82,3080,3,0
6968,6,13,1789.68,921,1,0
6969,166,8,1555.2,2411,2,0
6970,105,10,1183.02,3545,4,0
6971,95,14,2601.88,3175,2,1
6972,14,10,1536.06,1635,2,0
6973,99,9,1543.88,2940,1,1
6974,114,14,2146.03,3365,5,1
6975,21,8,496.79,615,3,1
6976,183,11,1136.24,3518,1,1
6977,4,14,1179.18,1713,2,0
6978,10,9,1052.76,2898,2,0
6979,47,7,438.26,1637,2,0
6980,52,14,2797.67,120,5,1
6981,63,15,2530.11,3298,4,1
6982,2,4,120.85,1188,3,0
6983,194,14,1700.16,652,4,0
6984,3,8,1372.26,857,3,0
6985,10,13,2606.15,2091,2,0
6986,1,10,840.98,2729,4,0
6987,51,13,1396.67,2312,1,0
6988,162,13,2001.87,2327,1,0
6989,66,14,1714.93,2099,3,1
6990,104,16,1713.3,616,2,0
6991,1,10,1264.7,833,3,0
6992,47,9,880.87,961,4,0
6993,37,13,682.82,474,3,0
6994,42,16,2409.48,932,3,0
6995,5,10,1139.3,2459,5,0
6996,70,8,787.33,3646,1,1
6997,42,13,1490.5,2577,3,1
6998,87,9,815.51,1046,3,0
6999,40,11,936.81,1484,1,0
7000,10,5,158.3,3343,4,1
7001,63,14,1586.56,3592,4,1
7002,12,8,719.3,570,3,1
7003,124,15,1300.51,1390,2,1
7004,57,11,1817.47,1576,3,0
7005,11,9,499.19,3012,1,0
7006,197,9,1093.5,1554,1,1
7007,44,7,838.26,3003,4,0
7008,5,13,1640.38,3068,2,0
7009,60,14,3192.56,1328,1,0
7010,18,13,520.02,2025,2,0
7011,98,10,1337.57,1254,4,1
7012,103,9,1130.26,3589,5,0
7013,232,9,1305.6,661,5,0
7014,42,10,921.47,1655,3,0
7015,37,5,803.46,128,2,0
7016,85,16,1786.08,465,4,0
7017,9,14,1945.32,259,3,0
7018,48,9,1497.66,2778,5,0
7019,48,14,1291.41,2491,2,0
7020,6,8,1122.69,3016,3,1
7021,33,11,1275.23,2270,2,1
7022,116,13,1868.91,999,4,0
7023,117,13,1361.67,1089,2,0
7024,7,19,2296.78,763,4,0
7025,6,7,1072.03,2286,3,0
7026,19,9,384.87,3321,4,1
7027,125,10,1997.16,3228,2,0
7028,9,12,1277.75,3110,2,1
7029,77,10,1656.11,677,5,1
7030,7,17,2692.77,798,3,0
7031,59,13,1580.87,2030,1,0
7032,27,15,1331.38,1745,2,0
7033,94,9,1155.27,417,1,0
7034,16,16,3279.56,2001,5,0
7035,62,16,454.01,3012,3,0
7036,17,16,2623.18,1095,2,0
7037,76,19,1890.62,3363,2,0
7038,125,6,48.44,3366,1,0
7039,9,9,418.22,2835,2,0
7040,121,10,799.57,1975,3,1
7041,55,8,584.43,2658,1,0
7042,9,8,897.37,2276,5,0
7043,34,8,1009.44,1199,5,0
7044,11,13,1947.3,3470,2,1
7045,73,10,1563.73,126,3,1
7046,86,11,1078.58,2543,1,0
7047,7,8,1461.57,2677,2,0
